,label,run,error,rho,time
417,PLAN(paper)-unclipped,7,4.285626694327778,0.5,7.823269605636597
418,PLAN(noscale)-clipped,7,5.1122296542792816,0.5,7.517029047012329
419,PLAN(noscale)-unclipped,7,4.484058595061823,0.5,7.517029047012329
420,PLAN(oracle)-clipped,8,3.365102038248943,0.5,7.814926385879517
421,PLAN(oracle)-unclipped,8,3.083839425969442,0.5,7.814926385879517
422,PLAN(paper)-clipped,8,5.203766500380136,0.5,7.709259986877441
423,PLAN(paper)-unclipped,8,4.946624023995302,0.5,7.709259986877441
424,PLAN(noscale)-clipped,8,5.140457502758158,0.5,7.661637783050537
425,PLAN(noscale)-unclipped,8,4.641945228523434,0.5,7.661637783050537
426,PLAN(oracle)-clipped,9,3.2029977131809653,0.5,7.550534725189209
427,PLAN(oracle)-unclipped,9,2.787420963718374,0.5,7.550534725189209
428,PLAN(paper)-clipped,9,4.840623597130317,0.5,7.78684401512146
429,PLAN(paper)-unclipped,9,4.250992791696213,0.5,7.78684401512146
430,PLAN(noscale)-clipped,9,5.598360481620094,0.5,7.70311164855957
431,PLAN(noscale)-unclipped,9,5.3563842706527645,0.5,7.70311164855957
432,PLAN(oracle)-clipped,10,3.165959184917304,0.5,7.642597913742065
433,PLAN(oracle)-unclipped,10,2.6829565898422425,0.5,7.642597913742065
434,PLAN(paper)-clipped,10,5.375071936519895,0.5,7.985984563827515
435,PLAN(paper)-unclipped,10,5.166258451182717,0.5,7.985984563827515
436,PLAN(noscale)-clipped,10,5.285887084078324,0.5,7.873595476150513
437,PLAN(noscale)-unclipped,10,4.882345434229442,0.5,7.873595476150513
438,PLAN(oracle)-clipped,11,3.218057686772355,0.5,7.716495990753174
439,PLAN(oracle)-unclipped,11,2.8277755128647355,0.5,7.716495990753174
440,PLAN(paper)-clipped,11,4.766414525972815,0.5,7.689316511154175
441,PLAN(paper)-unclipped,11,4.0668903654488595,0.5,7.689316511154175
442,PLAN(noscale)-clipped,11,5.097729695462279,0.5,7.523995399475098
443,PLAN(noscale)-unclipped,11,4.456604057586702,0.5,7.523995399475098
444,PLAN(oracle)-clipped,12,3.86903674576159,0.5,7.798074007034302
445,PLAN(oracle)-unclipped,12,3.7771989205932233,0.5,7.798074007034302
446,PLAN(paper)-clipped,12,5.097525150064599,0.5,7.816434860229492
447,PLAN(paper)-unclipped,12,4.7788016190741445,0.5,7.816434860229492
448,PLAN(noscale)-clipped,12,5.879832657506387,0.5,7.849425554275513
449,PLAN(noscale)-unclipped,12,5.741001774313714,0.5,7.849425554275513
450,PLAN(oracle)-clipped,13,3.146615425899712,0.5,7.829059362411499
451,PLAN(oracle)-unclipped,13,2.554393635507285,0.5,7.829059362411499
