,Algorithm,u,n,d,rho,mean,cov,r,run,error
13,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,3,0.8254944456605834
14,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,3,1.007540285779313
15,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,3,0.5674933509982627
16,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,4,0.9213719291177621
17,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,4,1.0182297326626293
18,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,4,1.003026834876514
19,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,4,0.6460333361884847
20,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,5,0.8724825212659953
21,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,5,0.9679976121792448
22,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,5,0.9910843255910102
23,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,5,0.5534515010682349
24,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,6,0.8639933210501005
25,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,6,0.7264808747557183
26,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,6,0.9433973403498964
27,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,6,0.5302215006011631
28,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,7,0.8075478969282597
29,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,7,0.8436255222080393
30,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,7,0.9671157506881262
31,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,7,0.5622076991212864
32,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,8,0.8295677553018892
33,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,8,1.0156546308411258
34,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,8,0.981738015631604
35,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,8,0.6190377741491745
36,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,9,0.8038999035388167
37,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,9,0.9086247239860251
38,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,9,0.9524747949263348
39,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,9,0.5360879077779181
40,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,10,0.8653340749524173
41,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,10,0.7255786531247964
42,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,10,0.9703679765024293
43,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,10,0.5702427895837031
44,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,11,0.9590310713517585
45,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,11,0.9463163791303395
46,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,11,1.0539699095688233
47,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,11,0.705773398226273
48,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,12,0.9291393650688726
49,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,12,0.9673682912207108
50,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,12,1.0468623922956737
51,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,12,0.6472030754602671
52,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,13,0.7840456304482646
53,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,13,0.7274281258977717
54,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,13,0.9813763062627011
55,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,13,0.5012018098870282
56,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,14,0.8465964825456137
57,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,14,0.9814483085510052
58,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,14,0.9973652131946503
59,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,14,0.5668482030354263
60,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,15,0.821170629225972
61,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,15,0.7541118061240328
62,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,15,0.9801897110062697
63,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,15,0.5451224502586163
64,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,16,0.9159551839801643
65,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,16,0.8635639681775171
66,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,16,1.0317529454312775
67,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,16,0.7144339261658295
68,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,17,0.8229582412966531
69,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,17,0.7722928852199631
70,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,17,0.9631852135803397
71,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,17,0.4816823166189421
72,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,18,0.9618261628710425
73,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,18,1.1632861477684404
74,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,18,1.046087163567164
75,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,18,0.6844393045218699
76,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,19,0.7993553888793358
77,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,19,1.0454951351203468
78,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,19,0.9894935704786454
79,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,19,0.5452589649897598
80,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,20,0.7876505842845907
81,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,20,0.7795939482873283
82,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,20,0.9164846912253808
83,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,20,0.47358731827280154
84,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,21,0.9338307548774546
85,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,21,0.794538502684841
86,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,21,1.0572145086190285
87,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,21,0.6926788714710692
88,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,22,0.9216019021571031
89,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,22,1.0440650595984302
90,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,22,0.9822932550141434
91,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,22,0.6633403682082908
92,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,23,0.9154653590777863
93,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,23,0.9517253210965261
94,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,23,0.9913917119978833
95,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,23,0.6030464073928534
96,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,24,0.877498065114481
97,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,24,0.9034786252031631
98,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,24,0.9808596052587297
99,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,24,0.6228039680655725
100,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,25,0.8369525692422952
101,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,25,0.7880750503346619
102,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,25,0.9989127886610694
103,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,25,0.6268240028636007
104,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,26,0.8562536619539435
105,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,26,0.8676145375631135
106,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,26,0.9610637118552817
107,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,26,0.5660177887114658
108,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,27,0.8296983902982663
109,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,27,0.8305550404391531
110,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,27,0.945258408844872
111,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,27,0.548114646178368
112,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,28,0.8580976776472343
113,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,28,0.8427933580708321
114,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,28,0.9563070244301809
115,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,28,0.5892477364969464
116,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,29,0.8260184588172016
117,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,29,0.8785782331295572
118,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,29,0.961683749256374
119,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,29,0.5519148971453688
120,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,30,0.8464617320340521
121,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,30,0.8605560844218639
122,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,30,1.0296582725043344
123,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,30,0.6085550053368445
124,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,31,0.8887474788038976
125,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,31,0.9354971774697098
126,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,31,0.9691968857927508
127,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,31,0.6092800806106763
128,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,32,0.8377784349996319
129,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,32,1.0185872269557403
130,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,32,0.9749924072543877
131,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,32,0.5644970206372625
132,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,33,0.8050306923893455
133,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,33,1.0005552853881057
134,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,33,0.8489300831404922
135,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,33,0.5129116869983077
136,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,34,0.8477187024887162
137,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,34,0.8616435526429268
138,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,34,0.9178140678236809
139,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,34,0.524461655677645
140,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,35,0.8515443427778568
141,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,35,0.9885890784624576
142,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,35,1.0429874618133173
143,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,35,0.6630932783979556
144,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,36,0.870843772303177
145,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,36,0.8768428599785332
146,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,36,0.9952745159413899
147,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,36,0.5739543606852128
148,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,37,0.7767277379954654
149,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,37,0.9518840311490668
150,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,37,0.9143455363001934
151,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,37,0.5335987409857007
152,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,38,0.9313565490615604
153,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,38,0.9020605224876267
154,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,38,0.9937945047973021
155,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,38,0.6408117225414225
156,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,39,0.8632622891093403
157,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,39,0.8236446505773302
158,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,39,1.0006998479562659
159,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,39,0.6111726427397254
160,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,40,0.7781818316048706
161,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,40,0.8041433515439597
162,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,40,0.8984205022312578
163,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,40,0.4681696918853559
164,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,41,0.793923634006277
165,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,41,0.7800622993936726
166,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,41,0.9181642080478548
167,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,41,0.4924699882325423
168,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,42,0.7960888443005585
169,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,42,0.7506613060887014
170,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,42,0.9296789583263528
171,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,42,0.43518187979700984
172,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,43,0.8550640450739423
173,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,43,1.0555376409765254
174,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,43,0.9535792710064586
175,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,43,0.5903359521953874
176,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,44,0.9240190486642583
177,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,44,1.0740708260219505
178,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,44,0.9872208547201976
179,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,44,0.6330765172155182
180,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,45,0.7847859824161956
181,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,45,0.8105561837522365
182,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,45,0.9423083769123916
183,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,45,0.5023326140186221
184,PLAN-E-ULTIMATE++,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,46,0.7985167700633256
185,PLAN-NOSCALE,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,46,1.0313748895239163
186,Instance optimal,"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,46,0.9517292005186615
187,Empirical mean (non-private),"(-121774.80857627864, 121774.80857627864)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,1.0,46,0.5655286242091506
