,Algorithm,u,n,d,rho,mean,cov,r,run,error
142,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,35,0.29512106425674256
143,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,35,0.24716658544745004
144,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,36,0.3096423014679543
145,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,36,0.3343994485493335
146,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,36,0.2973669682734982
147,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,36,0.24744143421315687
148,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,37,0.30285804297409524
149,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,37,0.34024733404724683
150,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,37,0.3164334262109105
151,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,37,0.2566007417528304
152,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,38,0.3157289910983945
153,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,38,0.33740369708009194
154,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,38,0.30938304494950625
155,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,38,0.2564196564538539
156,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,39,0.305443047659448
157,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,39,0.32196581694132026
158,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,39,0.2947713308402356
159,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,39,0.24032372460191045
160,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,40,0.3139437767475878
161,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,40,0.33246575671961187
162,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,40,0.2853801286021759
163,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,40,0.24942320386484987
164,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,41,0.3037122755131637
165,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,41,0.3435714984670528
166,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,41,0.3079734411932598
167,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,41,0.24721396200647772
168,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,42,0.32826432876768474
169,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,42,0.3136483878808426
170,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,42,0.30019807271827365
171,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,42,0.25237311771033644
172,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,43,0.3112816810690055
173,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,43,0.3466838878663447
174,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,43,0.3100283407084386
175,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,43,0.25809195032596766
176,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,44,0.3241799683744445
177,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,44,0.32208986342001905
178,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,44,0.3099480532822705
179,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,44,0.2545769088098661
180,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,45,0.308628358744854
181,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,45,0.31545982263369543
182,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,45,0.3142707028002644
183,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,45,0.2612524648566564
184,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,46,0.2823851163144753
185,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,46,0.3490022259147471
186,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,46,0.29062418964264924
187,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,46,0.2419904568588721
188,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,47,0.3314111085600495
189,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,47,0.3468448795613576
190,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,47,0.3081455318068731
191,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,47,0.26948244141891975
192,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,48,0.33857996717571015
193,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,48,0.3200336315302719
194,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,48,0.32420222313496383
195,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,48,0.2670783684095189
196,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,49,0.3258083756418643
197,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,49,0.32948866632035695
198,Instance optimal,"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,49,0.30968891628595296
199,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,0.5,0,STRATEGY_UNIFORM,0,49,0.2712487893168404
0,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,0,0.28692287404232886
1,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,0,0.3362028410260924
2,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,0,0.27832279003447424
3,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,0,0.2563734913046029
4,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,1,0.2874844272657401
5,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,1,0.3336384088734186
6,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,1,0.2690139773871177
7,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,1,0.2484403775636487
8,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,2,0.2804387528268386
9,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,2,0.32837001593002835
10,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,2,0.26435977442590053
11,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,2,0.2442184863928587
12,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,3,0.2740262608244193
13,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,3,0.3052632115487719
14,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,3,0.2662092241776199
15,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,3,0.23568596977397663
16,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,4,0.2937497342153418
17,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,4,0.3337760130558898
18,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,4,0.2937102154849589
19,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,4,0.2703726396678798
20,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,5,0.2708760299726232
21,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,5,0.30471406813372415
22,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,5,0.2723888238565272
23,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,5,0.236695569452287
24,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,6,0.27598341229737217
25,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,6,0.3357601992945519
26,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,6,0.25840623055884
27,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,6,0.24269702126642828
28,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,7,0.29490340325611
29,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,7,0.3149886813738103
30,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,7,0.26770550942866356
31,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,7,0.25147566944582067
32,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,8,0.2711074992067236
33,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,8,0.3253782276030255
34,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,8,0.27183432876632707
35,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,8,0.24068608587683538
36,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,9,0.29345103188419835
37,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,9,0.3415104606922835
38,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,9,0.2763504377460845
39,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,9,0.2560889183522774
40,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,10,0.29286757493787724
41,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,10,0.3244125324601778
42,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,10,0.28747421607976276
43,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,10,0.25665151877021825
44,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,11,0.27287241744462803
45,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,11,0.32824180195700403
46,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,11,0.268907591509314
47,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,11,0.24346946911726544
48,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,12,0.2927296320770856
49,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,12,0.318273428807721
50,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,12,0.2697066769084292
51,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,12,0.2580362931095223
52,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,13,0.27469562549665266
53,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,13,0.3213015599244678
54,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,13,0.26695587525327436
55,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,13,0.25007107890982483
56,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,14,0.2614814415223152
57,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,14,0.3183827517810671
58,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,14,0.2789967990918387
59,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,14,0.24126695022339395
60,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,15,0.2786408076155943
61,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,15,0.2983095495036305
62,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,15,0.2792836497292524
63,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,15,0.24678009885925298
64,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,16,0.29644947972055197
65,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,16,0.3190261279982815
66,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,16,0.29463253349836893
67,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,16,0.26008056540566765
68,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,17,0.2829909781110334
69,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,17,0.334571034980016
70,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,17,0.28294912927654925
71,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,17,0.2551789023620411
72,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,18,0.28667515693014156
73,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,18,0.3338992746309324
74,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,18,0.2783971288879068
75,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,18,0.25153931611349806
76,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,19,0.2780947332367309
77,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,19,0.29627556010896755
78,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,19,0.27642071549315483
79,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,19,0.2440767993338867
80,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,20,0.29197847993701764
81,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,20,0.3116168261648279
82,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,20,0.2738144259596685
83,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,20,0.2476055992160829
84,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,21,0.2891332924312281
85,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,21,0.31250383051002406
86,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,21,0.28688081719283626
87,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,21,0.2454832806752883
88,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,22,0.29621423703627725
89,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,22,0.3183508537790496
90,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,22,0.2793832515484927
91,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,22,0.2647746504520062
92,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,23,0.29169463193055506
93,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,23,0.32512939160635695
94,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,23,0.2758952020248468
95,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,23,0.24821937103477704
96,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,24,0.283060928577686
97,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,24,0.3175159308200858
98,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,24,0.29134636110602896
99,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,24,0.26629698403629404
100,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,25,0.2969688989393655
101,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,25,0.32510730136559535
102,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,25,0.2822363715470632
103,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,25,0.2572248442901103
104,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,26,0.3038916386003345
105,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,26,0.33186763985906115
106,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,26,0.2865608571548697
107,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,26,0.2645540660261698
108,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,27,0.26478932956122186
109,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,27,0.29373764738549346
110,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,27,0.25338354665266827
111,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,27,0.22765772943439494
112,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,28,0.27538095465908513
113,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,28,0.32135265083662473
114,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,28,0.27637280914035406
115,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,28,0.2485448843866103
116,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,29,0.291441895981577
117,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,29,0.33606132802024596
118,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,29,0.2823445890489364
119,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,29,0.25523606526286946
120,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,30,0.26598879719868046
121,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,30,0.3009082251927362
122,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,30,0.26496465656609963
123,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,30,0.24029847662001041
124,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,31,0.27925187524303535
125,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,31,0.31263327137411495
126,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,31,0.2767953547043044
127,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,31,0.2442070013502109
128,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,32,0.27425077087129623
129,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,32,0.30044828341019103
130,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,32,0.27360146065155844
131,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,32,0.24231283756048444
132,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,33,0.27708542959878263
133,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,33,0.3357033801453759
134,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,33,0.28628202949774195
135,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,33,0.2471642529851015
136,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,34,0.293190155632068
137,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,34,0.30060460513762477
138,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,34,0.2617287825823206
139,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,34,0.2532632887670277
140,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,35,0.286867442598776
141,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,35,0.3376093779711839
142,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,35,0.2839870485213088
143,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,35,0.25333769173640036
144,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,36,0.29143746721849995
145,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,36,0.3252867577028916
146,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,36,0.26683994458047444
147,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,36,0.2514007375558503
148,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,37,0.29432047918997273
149,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,37,0.3216050172549455
150,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,37,0.28953623507624676
151,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,37,0.2653748726273628
152,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,38,0.2808420121668762
153,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,38,0.31624695784783974
154,Instance optimal,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,38,0.26998950010443
155,Empirical mean (non-private),"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,38,0.24639735996846093
156,PLAN-E-ULTIMATE++,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,39,0.28818519110173146
157,PLAN-NOSCALE,"(-400.0, 400.0)",4000,256,1.0,0,STRATEGY_UNIFORM,0,39,0.3094716759232149
