,Algorithm,u,n,d,rho,mean,cov,r,run,error
151,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,37,10.069285677050766
152,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,11.268709985080203
153,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,12.364797992412429
154,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,20.802857085733248
155,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,10.60785379677615
156,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,18.80916463746447
157,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,16.657944018177233
158,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,25.855567138592647
159,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,19.915989142138248
160,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,14.673653890717713
161,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,12.295883732309255
162,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,23.19585551016309
163,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,14.087917285818788
164,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,11.757089968806484
165,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,22.217725745977543
166,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,22.909696807342534
167,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,11.204737737310007
168,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,11.232455653011824
169,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,15.809162256244045
170,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,21.603435924509522
171,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,11.454688424095739
172,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,17.580480113953893
173,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,14.639665854697792
174,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,26.276234704108873
175,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,17.53013826914798
176,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,44,13.177852609167036
177,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,44,13.896313709409979
178,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,44,22.615724706926315
179,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,44,13.0270056552181
180,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,45,10.2598146785903
181,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,45,10.610880119175034
182,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,45,20.539095421128533
183,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,45,9.51164723760585
184,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,46,25.787847440624514
185,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,46,51.17809713372616
186,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,46,31.26677804198945
187,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,46,24.60228442852433
188,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,47,7.940291890496303
189,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,47,12.454886674334832
190,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,47,20.24264753063123
191,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,47,7.336631126174431
192,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,48,11.948278512923583
193,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,48,16.305572985329295
194,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,48,21.191698685570564
195,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,48,11.978918671149305
196,PLAN,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,49,14.119505689568141
197,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,49,9.340166105335646
198,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,49,22.404672258485736
199,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,0.5,10,STRATEGY_ZIPF_SKEWED,2,49,13.122403787306224
0,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,0,9.246147701799542
1,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,0,9.770261356610389
2,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,0,16.64276309271641
3,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,0,9.292252718323674
4,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,1,11.389207740833617
5,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,1,10.583236874532393
6,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,1,18.360807229183983
7,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,1,11.259529333643547
8,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,2,7.014647257918576
9,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,2,6.928378608300325
10,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,2,15.850525727411487
11,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,2,7.2851389814403795
12,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,3,16.77943068327981
13,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,3,20.031815060256147
14,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,3,21.307746746413006
15,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,3,16.138969618555144
16,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,4,13.599376941168535
17,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,4,28.64615549246051
18,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,4,20.33303220919866
19,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,4,13.496749744102477
20,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,5,29.07688832081997
21,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,5,19.188146018537886
22,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,5,32.39482770379824
23,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,5,28.819960403024197
24,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,6,9.516990467775008
25,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,6,13.702813357513453
26,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,6,16.41145923464222
27,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,6,8.930329189998462
28,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,7,10.721910321718461
29,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,7,19.814477419633217
30,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,7,17.032653086453905
31,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,7,9.710518290210478
32,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,8,15.287204067687085
33,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,8,23.81575631771863
34,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,8,20.51428945412252
35,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,8,15.779704029742966
36,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,9,12.977058073872163
37,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,9,20.192584260997222
38,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,9,18.51259509856786
39,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,9,12.94739376556418
40,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,10,12.307113825659545
41,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,10,13.945093692696506
42,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,10,19.185725097170522
43,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,10,12.559899963851825
44,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,11,14.64448522357487
45,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,11,14.248827126379764
46,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,11,20.366711992595082
47,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,11,14.581168493408438
48,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,12,9.733911705037636
49,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,12,14.158023701538836
50,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,12,16.043247294203976
51,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,12,8.963752385462392
52,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,13,12.987356683950567
53,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,13,14.835032924723292
54,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,13,18.843543471989904
55,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,13,12.719996091375966
56,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,14,14.423105674615641
57,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,14,11.656329704786424
58,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,14,17.980156541274
59,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,14,13.28748761194749
60,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,15,9.567361326759356
61,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,15,14.999362640740546
62,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,15,15.649623397145366
63,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,15,8.487075527062704
64,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,16,10.427253312187277
65,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,16,16.225749376682614
66,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,16,17.076439827009338
67,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,16,9.852392484460513
68,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,17,9.886445694060614
69,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,17,13.83545628214923
70,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,17,16.635579985509295
71,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,17,9.224964559423109
72,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,18,8.145804133943678
73,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,18,19.952279998688283
74,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,18,15.237534384059197
75,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,18,7.310878517828681
76,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,19,23.48181830287757
77,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,19,22.27743044041609
78,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,19,28.478870342975544
79,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,19,23.77184662663214
80,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,20,9.158638718701864
81,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,20,10.714665112252899
82,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,20,16.8734149397064
83,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,20,8.834836712051983
84,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,21,12.50024346540032
85,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,21,19.843624187946578
86,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,21,19.149518349970904
87,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,21,12.438713311099315
88,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,22,11.679163561629197
89,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,22,12.111425466460545
90,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,22,17.706392897136762
91,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,22,11.362915288680703
92,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,23,9.091103878909166
93,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,23,14.298505880555355
94,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,23,16.30779576737572
95,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,23,8.676720176141888
96,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,24,15.97911740320012
97,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,24,22.30427362801727
98,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,24,21.37900629890621
99,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,24,16.038487955778145
100,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,25,14.674217441083622
101,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,25,13.457759430577216
102,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,25,19.384935270626137
103,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,25,14.648313134963379
104,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,26,7.901464224825723
105,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,26,9.099142293178243
106,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,26,15.229708481016862
107,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,26,7.030365675113405
108,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,27,17.259814246119873
109,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,27,15.165803758279928
110,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,27,22.51667826342546
111,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,27,17.41018637094078
112,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,28,8.437739732817246
113,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,28,17.254932939116348
114,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,28,15.582314334261863
115,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,28,8.551594705259378
116,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,29,15.755167508159916
117,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,29,15.322219800207787
118,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,29,20.454181941109265
119,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,29,15.787741513423606
120,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,30,8.559663554974835
121,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,30,10.204649275380877
122,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,30,16.614385572462975
123,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,30,8.468345399861148
124,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,31,22.82887132741491
125,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,31,16.865368632399633
126,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,31,25.46127161192693
127,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,31,22.567450883807854
128,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,32,8.298391644203534
129,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,32,27.277081156973903
130,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,32,15.823089961300033
131,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,32,7.825201709692093
132,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,33,9.951226302228209
133,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,33,12.990296138423641
134,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,33,16.683591550756294
135,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,33,9.290103094564843
136,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,34,10.562791947265582
137,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,34,13.559320901592127
138,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,34,17.15363703627718
139,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,34,9.848312723662165
140,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,35,7.964731021920889
141,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,35,18.06224201485845
142,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,35,16.020406016968305
143,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,35,7.675818345128644
144,PLAN,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,36,22.925264875783867
145,PLAN-NOSCALE,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,36,22.686555601720464
146,Instance optimal,"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,36,26.90654860203981
147,Empirical mean (non-private),"(-1638400.0, 1638400.0)",10000,1024,1.0,10,STRATEGY_ZIPF_SKEWED,2,36,22.88122799455498
